image_path,label,split
/home/UNT/jtc0129/Desktop/continualLearning/processedData/Q/Q1200.jpg,Q,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/O/O1217.jpg,O,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/M/M1762.jpg,M,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/X/X1030.jpg,X,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/U/U2631.jpg,U,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/O/O1534.jpg,O,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/K/K1545.jpg,K,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/N/N2105.jpg,N,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/M/M1320.jpg,M,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/N/N1707.jpg,N,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/U/U1433.jpg,U,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/Q/Q2483.jpg,Q,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/K/K1818.jpg,K,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/E/E1364.jpg,E,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/M/M1423.jpg,M,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/F/F2025.jpg,F,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/M/M1911.jpg,M,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/M/M1922.jpg,M,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/E/E2466.jpg,E,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/O/O1113.jpg,O,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/N/N1091.jpg,N,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/R/R2672.jpg,R,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/H/H1937.jpg,H,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/C/C494.jpg,C,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/F/F858.jpg,F,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/X/X1240.jpg,X,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/P/P1874.jpg,P,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/X/X2088.jpg,X,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/E/E2476.jpg,E,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/T/T2884.jpg,T,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/N/N1094.jpg,N,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/X/X1079.jpg,X,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/W/W1317.jpg,W,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/Q/Q1128.jpg,Q,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/R/R720.jpg,R,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/F/F2870.jpg,F,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/Q/Q342.jpg,Q,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/L/L2386.jpg,L,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/V/V2132.jpg,V,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/Q/Q2219.jpg,Q,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/N/N814.jpg,N,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/T/T1707.jpg,T,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/F/F2455.jpg,F,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/U/U1003.jpg,U,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/N/N880.jpg,N,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/F/F1206.jpg,F,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/V/V462.jpg,V,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/P/P1914.jpg,P,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/K/K1773.jpg,K,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/G/G1825.jpg,G,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/U/U1385.jpg,U,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/T/T1306.jpg,T,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/K/K2165.jpg,K,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/R/R1151.jpg,R,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/R/R1633.jpg,R,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/B/B820.jpg,B,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/C/C1066.jpg,C,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/W/W929.jpg,W,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/S/S1475.jpg,S,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/O/O1960.jpg,O,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/P/P1784.jpg,P,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/A/A2280.jpg,A,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/S/S641.jpg,S,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/Q/Q2132.jpg,Q,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/Y/Y759.jpg,Y,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/C/C1152.jpg,C,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/Q/Q1122.jpg,Q,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/W/W908.jpg,W,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/M/M813.jpg,M,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/D/D2468.jpg,D,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/S/S2586.jpg,S,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/U/U2405.jpg,U,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/D/D2398.jpg,D,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/A/A2441.jpg,A,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/X/X1675.jpg,X,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/N/N1334.jpg,N,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/W/W1951.jpg,W,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/K/K1567.jpg,K,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/Q/Q2621.jpg,Q,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/D/D1884.jpg,D,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/H/H2003.jpg,H,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/K/K2476.jpg,K,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/U/U1046.jpg,U,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/B/B2217.jpg,B,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/O/O1898.jpg,O,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/X/X2274.jpg,X,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/Q/Q1021.jpg,Q,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/Q/Q2649.jpg,Q,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/N/N2270.jpg,N,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/D/D805.jpg,D,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/K/K2155.jpg,K,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/E/E2127.jpg,E,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/X/X415.jpg,X,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/I/I2291.jpg,I,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/I/I2036.jpg,I,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/P/P1158.jpg,P,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/U/U1861.jpg,U,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/R/R1837.jpg,R,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/L/L1374.jpg,L,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/P/P1937.jpg,P,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/E/E620.jpg,E,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/U/U1354.jpg,U,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/S/S967.jpg,S,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/W/W2465.jpg,W,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/R/R1805.jpg,R,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/B/B2297.jpg,B,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/U/U2588.jpg,U,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/T/T2066.jpg,T,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/X/X450.jpg,X,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/Q/Q2323.jpg,Q,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/I/I2211.jpg,I,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/B/B1806.jpg,B,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/T/T1899.jpg,T,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/U/U2491.jpg,U,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/D/D2472.jpg,D,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/H/H2305.jpg,H,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/I/I1176.jpg,I,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/U/U1371.jpg,U,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/H/H2394.jpg,H,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/X/X1109.jpg,X,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/X/X224.jpg,X,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/X/X1694.jpg,X,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/T/T2667.jpg,T,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/U/U1818.jpg,U,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/O/O2353.jpg,O,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/D/D2143.jpg,D,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/F/F2426.jpg,F,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/T/T1781.jpg,T,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/Y/Y1080.jpg,Y,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/P/P2013.jpg,P,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/T/T1629.jpg,T,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/H/H2019.jpg,H,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/B/B2304.jpg,B,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/P/P2280.jpg,P,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/Y/Y1929.jpg,Y,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/H/H1476.jpg,H,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/V/V2280.jpg,V,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/O/O1090.jpg,O,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/T/T1244.jpg,T,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/O/O2249.jpg,O,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/V/V1822.jpg,V,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/N/N1658.jpg,N,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/B/B1770.jpg,B,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/W/W2222.jpg,W,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/T/T1407.jpg,T,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/W/W1191.jpg,W,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/G/G2477.jpg,G,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/P/P1353.jpg,P,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/V/V2457.jpg,V,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/F/F1866.jpg,F,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/S/S2474.jpg,S,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/B/B685.jpg,B,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/A/A2183.jpg,A,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/V/V2644.jpg,V,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/I/I1575.jpg,I,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/C/C2900.jpg,C,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/K/K2211.jpg,K,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/L/L877.jpg,L,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/U/U2439.jpg,U,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/O/O1811.jpg,O,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/H/H1226.jpg,H,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/S/S1100.jpg,S,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/O/O1499.jpg,O,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/N/N310.jpg,N,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/M/M1653.jpg,M,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/V/V1811.jpg,V,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/H/H2844.jpg,H,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/T/T1700.jpg,T,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/P/P2756.jpg,P,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/S/S2453.jpg,S,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/E/E1158.jpg,E,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/X/X1361.jpg,X,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/C/C1984.jpg,C,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/S/S2074.jpg,S,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/K/K2430.jpg,K,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/L/L1847.jpg,L,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/Q/Q2008.jpg,Q,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/R/R1036.jpg,R,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/U/U1797.jpg,U,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/N/N2269.jpg,N,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/G/G993.jpg,G,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/V/V1730.jpg,V,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/R/R1546.jpg,R,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/I/I1806.jpg,I,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/U/U2438.jpg,U,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/Y/Y2535.jpg,Y,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/V/V1021.jpg,V,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/W/W396.jpg,W,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/S/S1897.jpg,S,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/D/D1940.jpg,D,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/C/C2304.jpg,C,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/X/X1247.jpg,X,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/P/P1809.jpg,P,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/C/C1842.jpg,C,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/M/M800.jpg,M,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/I/I2435.jpg,I,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/Q/Q2149.jpg,Q,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/S/S2012.jpg,S,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/U/U94.jpg,U,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/G/G2217.jpg,G,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/F/F2336.jpg,F,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/N/N2538.jpg,N,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/X/X2412.jpg,X,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/U/U1858.jpg,U,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/E/E79.jpg,E,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/X/X1545.jpg,X,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/F/F1580.jpg,F,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/F/F2362.jpg,F,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/C/C2266.jpg,C,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/O/O2290.jpg,O,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/F/F92.jpg,F,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/D/D2145.jpg,D,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/D/D2132.jpg,D,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/E/E2109.jpg,E,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/W/W1058.jpg,W,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/Q/Q1778.jpg,Q,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/D/D2716.jpg,D,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/Q/Q1394.jpg,Q,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/S/S1770.jpg,S,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/U/U1251.jpg,U,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/Y/Y2348.jpg,Y,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/F/F2122.jpg,F,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/E/E1636.jpg,E,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/L/L808.jpg,L,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/V/V1262.jpg,V,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/L/L2484.jpg,L,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/H/H1482.jpg,H,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/F/F2012.jpg,F,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/Q/Q2083.jpg,Q,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/T/T1489.jpg,T,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/U/U1442.jpg,U,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/R/R1984.jpg,R,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/L/L2163.jpg,L,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/A/A2192.jpg,A,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/U/U118.jpg,U,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/O/O2273.jpg,O,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/I/I892.jpg,I,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/T/T1805.jpg,T,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/R/R2448.jpg,R,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/W/W1132.jpg,W,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/B/B2223.jpg,B,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/M/M2742.jpg,M,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/C/C1037.jpg,C,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/A/A549.jpg,A,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/D/D1822.jpg,D,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/N/N2465.jpg,N,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/C/C2010.jpg,C,train
/home/UNT/jtc0129/Desktop/continualLearning/processedData/F/F2013.jpg,F,train
